Gene_name	Intron_coord	Exons_before	Exons_after
FCGR2C	chr1:161589819-161590081	2.0	4.0
FCGR2B	chr1:161671718-161672975	2.0	5.0
FCGR2B	chr1:161673229-161673464	4.0	3.0
FCRLA	chr1:161710863-161711208	2.0	2.0
FCRLA	chr1:161707343-161710545	1.0	2.0
FCRLA	chr1:161707343-161710440	1.0	1.0
DUSP12	chr1:161750145-161751655	1.0	4.0
DUSP12	chr1:161750145-161751676	1.0	4.0
ATF6	chr1:161778316-161781912	2.0	13.0
ATF6	chr1:161778695-161781912	1.0	14.0
ATF6	chr1:161792155-161802052	6.0	9.0
UHMK1	chr1:162498268-162500064	1.0	5.0
UHMK1	chr1:162498072-162499955	1.0	7.0
UAP1	chr1:162590515-162597792	6.0	2.0
DDR2	chr1:162772247-162773396	11.0	4.0
DDR2	chr1:162756638-162759796	4.0	11.0
HSD17B7	chr1:162806290-162812298	7.0	1.0
HSD17B7	chr1:162796677-162797828	3.0	5.0
HSD17B7	chr1:162799937-162802832	5.0	3.0
HSD17B7	chr1:162790835-162792565	1.0	7.0
NUF2	chr1:163343870-163345682	9.0	3.0
NUF2	chr1:163339477-163340368	8.0	4.0
NUF2	chr1:163328304-163328458	3.0	1.0
NUF2	chr1:163327562-163327898	2.0	2.0
NUF2	chr1:163328530-163328846	2.0	2.0
NUF2	chr1:163327930-163328228	1.0	3.0
MGST3	chr1:165652035-165653697	3.0	1.0
UCK2	chr1:165904167-165905921	4.0	2.0
POGK	chr1:166846810-166847494	1.0	2.0
POU2F1	chr1:167412946-167413026	12.0	2.0
POU2F1	chr1:167413971-167415500	14.0	1.0
POU2F1	chr1:167396576-167397994	8.0	6.0
MPZL1	chr1:167772488-167773238	3.0	2.0
DCAF6	chr1:168002575-168003902	8.0	13.0
DCAF6	chr1:168045227-168063646	15.0	4.0
DCAF6	chr1:167937252-167951800	0.0	20.0
BLZF1	chr1:169377235-169378330	1.0	4.0
BLZF1	chr1:169378480-169380481	3.0	2.0
C1orf112	chr1:169806088-169807897	5.0	16.0
C1orf112	chr1:169850566-169851817	19.0	2.0
C1orf112	chr1:169847803-169849505	18.0	3.0
C1orf112	chr1:169807929-169821400	6.0	15.0
C1orf112	chr1:169827840-169829339	10.0	11.0
GORAB	chr1:170532627-170533464	0.0	2.0
GORAB	chr1:170532403-170533464	1.0	1.0
GORAB	chr1:170532627-170539210	0.0	2.0
GORAB	chr1:170539571-170542491	2.0	2.0
GORAB	chr1:170532403-170539210	1.0	1.0
FMO4	chr1:171332908-171334599	5.0	2.0
PRRC2C	chr1:171522556-171523221	5.0	27.0
METTL13	chr1:171784039-171785879	2.0	5.0
METTL13	chr1:171787930-171790000	4.0	3.0
METTL13	chr1:171784499-171785887	2.0	5.0
SUCO	chr1:172603150-172608747	20.0	2.0
SUCO	chr1:172553305-172555869	3.0	20.0
KLHL20	chr1:173753554-173755923	3.0	7.0
KLHL20	chr1:173756878-173756976	4.0	6.0
KLHL20	chr1:173756038-173756798	5.0	5.0
DARS2	chr1:173856856-173857518	14.0	1.0
RABGAP1L	chr1:174252773-174272414	5.0	7.0
RABGAP1L	chr1:174250632-174251790	5.0	7.0
RABGAP1L	chr1:174958173-174969277	4.0	6.0
TEX35	chr1:178515915-178516593	4.0	4.0
RALGPS2	chr1:178885204-178885969	11.0	6.0
FAM20B	chr1:179044841-179050279	0.0	1.0
FAM20B	chr1:179050632-179054529	1.0	5.0
FAM20B	chr1:179054634-179063927	3.0	3.0
TOR3A	chr1:179082387-179082719	1.0	4.0
TOR3A	chr1:179082335-179082940	1.0	4.0
TOR3A	chr1:179082387-179082785	1.0	4.0
AXDND1	chr1:179528431-179532970	22.0	2.0
TOR1AIP1	chr1:179904767-179907823	5.0	4.0
TOR1AIP1	chr1:179883760-179884692	0.0	9.0
TOR1AIP1	chr1:179884769-179887829	0.0	8.0
TOR1AIP1	chr1:179883308-179884692	0.0	9.0
TOR1AIP1	chr1:179904022-179904652	0.0	8.0
TOR1AIP1	chr1:179887959-179889313	0.0	8.0
TOR1AIP1	chr1:179883778-179884692	0.0	9.0
CEP350	chr1:180012075-180013833	8.0	28.0
CEP350	chr1:179990837-179992062	2.0	34.0
XPR1	chr1:180803570-180806062	4.0	10.0
XPR1	chr1:180787854-180803393	3.0	11.0
KIAA1614	chr1:180917054-180917851	3.0	5.0
CACNA1E	chr1:181733750-181736279	21.0	25.0
CACNA1E	chr1:181755397-181755958	28.0	18.0
CACNA1E	chr1:181776228-181778953	1.0	1.0
CACNA1E	chr1:181731235-181732384	19.0	27.0
CACNA1E	chr1:181579224-181580738	6.0	40.0
CACNA1E	chr1:181759212-181762574	31.0	15.0
CACNA1E	chr1:181577934-181579072	3.0	43.0
CACNA1E	chr1:181752239-181754898	27.0	19.0
CACNA1E	chr1:181579224-181580142	5.0	41.0
CACNA1E	chr1:181737249-181737525	21.0	25.0
CACNA1E	chr1:181736434-181737184	22.0	24.0
DHX9	chr1:182877047-182878021	17.0	9.0
LAMC1	chr1:183130549-183130829	19.0	8.0
LAMC1	chr1:183128820-183130344	17.0	10.0
LAMC1	chr1:183110654-183114491	4.0	23.0
LAMC1	chr1:183124876-183125018	14.0	13.0
SMG7	chr1:183533326-183533702	9.0	13.0
SMG7	chr1:183528027-183528968	6.0	16.0
SMG7	chr1:183529533-183533256	8.0	14.0
SMG7	chr1:183526767-183527626	5.0	17.0
SMG7	chr1:183472649-183512841	1.0	21.0
SMG7	chr1:183515991-183517626	3.0	19.0
SMG7	chr1:183518682-183526596	3.0	19.0
SMG7	chr1:183544497-183545099	15.0	7.0
RGL1	chr1:183805922-183806375	0.0	17.0
RGL1	chr1:183888577-183891431	8.0	9.0
RGL1	chr1:183897897-183900128	10.0	7.0
RGL1	chr1:183889240-183892077	7.0	10.0
TSEN15	chr1:184054863-184058161	1.0	2.0
TSEN15	chr1:184051890-184054361	1.0	2.0
TSEN15	chr1:184054435-184072157	0.0	2.0
TSEN15	chr1:184054863-184070616	1.0	2.0
TSEN15	chr1:184070732-184072157	0.0	2.0
TSEN15	chr1:184058240-184072157	0.0	2.0
TSEN15	chr1:184054863-184072051	3.0	1.0
C1orf21	chr1:184477603-184507598	1.0	3.0
RNF2	chr1:185087640-185091565	1.0	3.0
RNF2	chr1:185091735-185093061	2.0	3.0
ODR4	chr1:186379884-186383060	1.0	10.0
ODR4	chr1:186394015-186398299	7.0	4.0
ODR4	chr1:186388548-186389583	5.0	7.0
ODR4	chr1:186390859-186391696	6.0	6.0
ODR4	chr1:186399043-186406083	9.0	2.0
PLA2G4A	chr1:186956181-186965409	13.0	3.0
CDC73	chr1:193122561-193125112	0.0	13.0
CDC73	chr1:193138173-193141073	6.0	7.0
CDC73	chr1:193122606-193125112	0.0	13.0
PTPRC	chr1:198729171-198729634	0.0	4.0
PTPRC	chr1:198729765-198731617	13.0	16.0
CAMSAP2	chr1:200847292-200852541	0.0	4.0
INAVA	chr1:200908418-200908730	5.0	4.0
INAVA	chr1:200907887-200908116	6.0	3.0
INAVA	chr1:200891701-200898392	2.0	7.0
INAVA	chr1:200908549-200908730	5.0	4.0
NAV1	chr1:201787768-201788468	1.0	10.0
NAV1	chr1:201786577-201787653	11.0	20.0
IPO9	chr1:201829353-201847279	1.0	22.0
IPO9	chr1:201852255-201853011	4.0	19.0
TIMM17A	chr1:201957574-201962804	3.0	2.0
RNPEP	chr1:201996409-201997319	3.0	7.0
RNPEP	chr1:201983884-201988904	0.0	7.0
ELF3	chr1:202012759-202012857	4.0	3.0
PPP1R12B	chr1:202443127-202445046	11.0	13.0
PPP1R12B	chr1:202495482-202495572	16.0	7.0
PPP1R12B	chr1:202443127-202448989	11.0	12.0
PPP1R12B	chr1:202422738-202425329	3.0	20.0
TMEM183A	chr1:203016140-203017756	5.0	2.0
TMEM183A	chr1:203016140-203018501	6.0	1.0
TMEM183A	chr1:203016140-203017759	5.0	2.0
PPFIA4	chr1:203049767-203051386	12.0	16.0
PPFIA4	chr1:203048980-203049147	11.0	17.0
PPFIA4	chr1:203051489-203051769	0.0	23.0
PPFIA4	chr1:203059851-203060305	20.0	8.0
PPFIA4	chr1:203056178-203056375	15.0	13.0
PPFIA4	chr1:203056178-203056452	0.0	4.0
PPFIA4	chr1:203048980-203049165	11.0	17.0
ATP2B4	chr1:203709749-203710877	9.0	11.0
LAX1	chr1:203771477-203771860	3.0	1.0
ZC3H11A	chr1:203850026-203850495	13.0	2.0
ZC3H11A	chr1:203834102-203837966	7.0	8.0
SOX13	chr1:204117707-204121871	6.0	6.0
CDK18	chr1:205529563-205530186	12.0	2.0
CDK18	chr1:205528168-205528663	9.0	5.0
CDK18	chr1:205523297-205523508	1.0	11.0
MFSD4A	chr1:205579949-205580798	3.0	6.0
RHEX	chr1:206099959-206101136	2.0	2.0
RHEX	chr1:206101337-206101752	3.0	1.0
SRGAP2	chr1:206446299-206449747	17.0	4.0
SRGAP2	chr1:206405350-206405680	8.0	13.0
SRGAP2	chr1:206405754-206406377	7.0	14.0
IKBKE	chr1:206474994-206476149	3.0	16.0
IKBKE	chr1:206474994-206476103	3.0	16.0
IKBKE	chr1:206480113-206480460	11.0	8.0
IKBKE	chr1:206474994-206476066	3.0	16.0
IKBKE	chr1:206476362-206476598	4.0	15.0
IKBKE	chr1:206485289-206487914	13.0	6.0
IKBKE	chr1:206476366-206476678	4.0	15.0
IKBKE	chr1:206490881-206491648	14.0	5.0
IKBKE	chr1:206474990-206476181	3.0	16.0
IKBKE	chr1:206485306-206487877	13.0	6.0
IKBKE	chr1:206490993-206491648	14.0	5.0
MAPKAPK2	chr1:206732084-206732575	8.0	1.0
PFKFB2	chr1:207062078-207062547	2.0	11.0
PFKFB2	chr1:207070764-207071188	10.0	3.0
PFKFB2	chr1:207062716-207063147	4.0	9.0
PFKFB2	chr1:207063829-207064964	6.0	7.0
C4BPB	chr1:207090040-207090311	0.0	5.0
C4BPB	chr1:207090040-207090308	0.0	5.0
CD55	chr1:207367487-207370709	2.0	5.0
CD55	chr1:207325721-207326796	4.0	5.0
CD55	chr1:207339417-207347132	1.0	5.0
CD55	chr1:207339417-207385222	1.0	2.0
CD55	chr1:207370834-207372769	2.0	5.0
CD55	chr1:207337250-207337329	6.0	3.0
CD55	chr1:207339417-207358516	1.0	5.0
CR2	chr1:207471499-207471854	0.0	15.0
CR2	chr1:207454955-207466526	0.0	17.0
CR2	chr1:207466905-207468527	2.0	15.0
CR1	chr1:207552051-207552752	18.0	28.0
CR1	chr1:207496588-207505904	1.0	37.0
CR1	chr1:207533496-207534197	10.0	28.0
CR1	chr1:207616848-207618071	32.0	6.0
CR1L	chr1:207699847-207701519	7.0	4.0
CR1L	chr1:207697873-207698685	7.0	4.0
CD46	chr1:207768772-207770321	6.0	5.0
CD46	chr1:207767195-207769948	6.0	4.0
TRAF3IP3	chr1:209780606-209781350	13.0	1.0
TRAF3IP3	chr1:209775736-209777356	9.0	5.0
TRAF3IP3	chr1:209776124-209777352	9.0	5.0
TRAF3IP3	chr1:209775489-209775574	8.0	6.0
UTP25	chr1:209833393-209835075	3.0	8.0
UTP25	chr1:209833369-209835075	4.0	7.0
UTP25	chr1:209830147-209830807	2.0	9.0
HHAT	chr1:210464620-210513153	7.0	3.0
HHAT	chr1:210387581-210400473	3.0	7.0
RCOR3	chr1:211291599-211295676	0.0	3.0
RCOR3	chr1:211271874-211274210	1.0	8.0
RCOR3	chr1:211295753-211312720	0.0	3.0
RCOR3	chr1:211259860-211260108	1.0	9.0
RCOR3	chr1:211276418-211278124	5.0	5.0
RCOR3	chr1:211289396-211291524	0.0	3.0
RCOR3	chr1:211304140-211312355	10.0	1.0
RCOR3	chr1:211260164-211266936	2.0	8.0
PPP2R5A	chr1:212356676-212356963	9.0	3.0
PPP2R5A	chr1:212347406-212347974	6.0	6.0
PPP2R5A	chr1:212334024-212342188	2.0	10.0
PPP2R5A	chr1:212348021-212348389	5.0	7.0
PPP2R5A	chr1:212342280-212345790	4.0	8.0
PPP2R5A	chr1:212329270-212333497	3.0	9.0
NENF	chr1:212433120-212442546	1.0	2.0
ATF3	chr1:212615060-212615152	1.0	3.0
ATF3	chr1:212619266-212619358	1.0	3.0
TATDN3	chr1:212813029-212815013	8.0	1.0
TATDN3	chr1:212791987-212792918	0.0	5.0
TATDN3	chr1:212794840-212795095	0.0	6.0
TATDN3	chr1:212794800-212795095	1.0	5.0
FLVCR1	chr1:212864519-212872678	1.0	8.0
FLVCR1	chr1:212863869-212870054	1.0	7.0
FLVCR1	chr1:212863869-212864393	1.0	7.0
VASH2	chr1:212967096-212972580	3.0	3.0
VASH2	chr1:212966345-212972599	4.0	2.0
VASH2	chr1:212972961-212973424	5.0	1.0
RPS6KC1	chr1:213078079-213104454	2.0	12.0
SMYD2	chr1:214281427-214305192	3.0	8.0
SMYD2	chr1:214334836-214336704	10.0	1.0
CENPF	chr1:214629176-214630534	7.0	10.0
CENPF	chr1:214615028-214618364	2.0	15.0
KCTD3	chr1:215611921-215618861	15.0	2.0
KCTD3	chr1:215577728-215577929	5.0	12.0
SPATA17	chr1:217683361-217741979	5.0	4.0
LYPLAL1	chr1:219174304-219179147	0.0	4.0
MARK1	chr1:220581118-220598303	3.0	14.0
MTARC2	chr1:220755856-220761658	1.0	3.0
MTARC2	chr1:220755122-220761658	2.0	2.0
MTARC2	chr1:220748803-220754368	1.0	3.0
MTARC1	chr1:220798065-220798152	0.0	5.0
MTARC1	chr1:220798275-220805052	2.0	3.0
MIA3	chr1:222663031-222663998	20.0	2.0
MIA3	chr1:222644586-222645558	2.0	20.0
MIA3	chr1:222649791-222650292	2.0	20.0
BROX	chr1:222725569-222727168	5.0	5.0
BROX	chr1:222719359-222724100	3.0	7.0
BROX	chr1:222727257-222728672	6.0	4.0
BROX	chr1:222727257-222728759	6.0	4.0
BROX	chr1:222722514-222724100	4.0	7.0
DISP1	chr1:222942970-222983080	2.0	4.0
DISP1	chr1:222991647-222991855	4.0	2.0
CAPN2	chr1:223761739-223762186	12.0	8.0
DEGS1	chr1:224183831-224189577	0.0	2.0
DNAH14	chr1:224929835-224952685	3.0	57.0
DNAH14	chr1:225351883-225358496	0.0	28.0
PSEN2	chr1:226883919-226885461	2.0	7.0
PSEN2	chr1:226891849-226894007	8.0	1.0
PSEN2	chr1:226890133-226890656	6.0	3.0
PSEN2	chr1:226882048-226883710	1.0	8.0
PSEN2	chr1:226889049-226889758	5.0	4.0
PSEN2	chr1:226890965-226891278	5.0	4.0
PSEN2	chr1:226891365-226891743	7.0	2.0
COQ8A	chr1:226982149-226982303	5.0	8.0
GUK1	chr1:228146938-228147410	4.0	3.0
GUK1	chr1:228141829-228145511	2.0	2.0
GUK1	chr1:228140363-228141124	1.0	3.0
GUK1	chr1:228141288-228145511	0.0	7.0
OBSCN	chr1:228356344-228359597	78.0	1.0
OBSCN	chr1:228335851-228337004	1.0	4.0
OBSCN	chr1:228276173-228276450	19.0	91.0
OBSCN	chr1:228295043-228298386	47.0	67.0
RNF187	chr1:228488485-228488960	0.0	2.0
COG2	chr1:230669122-230669356	5.0	12.0
COG2	chr1:230668784-230668927	6.0	11.0
COG2	chr1:230669535-230671259	7.0	10.0
COG2	chr1:230679052-230682922	10.0	7.0
COG2	chr1:230661557-230663141	2.0	15.0
COG2	chr1:230684440-230685085	10.0	7.0
ARV1	chr1:230979519-230988320	0.0	4.0
ARV1	chr1:230979256-230988320	1.0	3.0
ARV1	chr1:230988439-230990150	0.0	2.0
GNPAT	chr1:231265420-231265746	5.0	10.0
GNPAT	chr1:231267911-231270758	8.0	7.0
SPRTN	chr1:231338578-231339769	1.0	2.0
SPRTN	chr1:231348159-231351304	2.0	2.0
DISC1	chr1:231819150-231958828	8.0	4.0
DISC1	chr1:231626934-231693830	1.0	1.0
NTPCR	chr1:232951132-232955557	0.0	4.0
NTPCR	chr1:232956447-232969909	3.0	1.0
COA6	chr1:234374009-234374230	0.0	2.0
TBCE	chr1:235433171-235434204	0.0	4.0
TBCE	chr1:235414618-235427140	0.0	4.0
TBCE	chr1:235342346-235342836	0.0	1.0
TBCE	chr1:235434280-235437322	0.0	3.0
TBCE	chr1:235413997-235414433	0.0	4.0
TBCE	chr1:235427239-235434204	0.0	4.0
TBCE	chr1:235380149-235413876	1.0	3.0
TBCE	chr1:235442961-235448349	13.0	2.0
TBCE	chr1:235414618-235434204	0.0	4.0
TBCE	chr1:235438926-235441814	12.0	3.0
GPR137B	chr1:236180028-236183782	4.0	2.0
GPR137B	chr1:236205250-236207133	0.0	5.0
LGALS8	chr1:236537585-236538886	2.0	7.0
LGALS8	chr1:236545293-236548012	8.0	1.0
KMO	chr1:241565058-241566567	8.0	6.0
KMO	chr1:241586736-241587777	1.0	5.0
KMO	chr1:241586736-241588773	11.0	3.0
KMO	chr1:241586740-241588748	11.0	3.0
EXO1	chr1:241861502-241866585	7.0	5.0
EXO1	chr1:241857482-241858630	4.0	8.0
EXO1	chr1:241858718-241860484	5.0	7.0
EXO1	chr1:241850586-241852049	1.0	11.0
SDCCAG8	chr1:243308177-243316502	8.0	9.0
SDCCAG8	chr1:243304777-243307787	7.0	10.0
SDCCAG8	chr1:243256240-243270092	1.0	16.0
CATSPERE	chr1:244461515-244463908	0.0	21.0
DESI2	chr1:244689342-244691881	3.0	1.0
DESI2	chr1:244689342-244691884	3.0	1.0
DESI2	chr1:244686669-244691879	2.0	1.0
COX20	chr1:244835736-244841944	1.0	2.0
EFCAB2	chr1:245059458-245075574	0.0	4.0
EFCAB2	chr1:245017326-245027889	0.0	4.0
EFCAB2	chr1:245082166-245083442	3.0	3.0
EFCAB2	chr1:245017326-245022169	0.0	4.0
EFCAB2	chr1:245075611-245082083	0.0	4.0
EFCAB2	chr1:245083688-245083940	0.0	5.0
CNST	chr1:246632361-246633924	2.0	7.0
PGBD2	chr1:248914559-248916602	0.0	1.0
